name
Ceratosuchops
Cetiosauriscus
Cetiosaurus
Changchunsaurus
Changmiania
Changyuraptor
Chaoyangsaurus
Charonosaurus
Chasmosaurus
Chebsaurus
Chenanisaurus
Chialingosaurus
Chiayusaurus
Chienkosaurus
Chilantaisaurus
Chilesaurus
Chindesaurus
Chingkankousaurus
Chinshakiangosaurus
Chirostenotes
Choconsaurus
Chondrosteosaurus
Choyrodon
Chromogisaurus
Chuandongocoelurus
Chuanjiesaurus
Chuanqilong
Chubutisaurus
Chungkingosaurus
Chuxiongosaurus
Cionodon
Citipati
Citipes
Claorhynchus
Claosaurus
Clasmodosaurus
Clepsysaurus
Coahuilaceratops
Coelophysis
Coeluroides
Coelurosauravus
Coelurus
Colepiocephale
Coloradisaurus
Comahuesaurus
Compsognathus
Compsosuchus
Concavenator
Conchoraptor
Condorraptor
Convolosaurus
Coronosaurus
Corythoraptor
Corythosaurus
Craspedodon
Craterosaurus
Crichtonpelta
Crichtonsaurus
Cristatusaurus
Crittendenceratops
Crocodilia
Crosbysaurus
Crurotarsi
Cruxicheiros
Cryolophosaurus
Cryptosaurus
Cumnoria
Daanosaurus
Dacentrurus
Daemonosaurus
Dahalokely
Dakosaurus
Dakotadon
Dakotaraptor
Daliansaurus
Dandakosaurus
Dashanpusaurus
Daspletosaurus
Dasygnathoides
Datanglong
Datonglong
Datousaurus
Daxiatitan
Deinocheirus
Deinodon
Deinonychus
Deltadromeus
Demandasaurus
Denversaurus
Deuterosaurus
Diabloceratops
Diamantinasaurus
Dianchungosaurus
Diapsid
Diclonius
Dicraeosaurus
Dilong paradoxus
Dilophosaurus
Diluvicursor
Dimetrodon
Dineobellator
Dinheirosaurus
Dinodocus
Diplodocus
Diplotomodon
Dolichosuchus
Dongbeititan
Dongyangopelta
Dongyangosaurus
Doratodon
Draconyx
Dracopelta
Dracoraptor
Dracovenator
Dravidosaurus
Dreadnoughtus
Dromaeosauroides
Dromaeosaurus
Dromiceiomimus
Drusilasaura
Dryosaurus
Dryptosauroides
Dryptosaurus
Dubreuillosaurus
Duriatitan
Duriavenator
Dynamoterror
Dyoplosaurus
Dysalotosaurus
Dysganus
Dyslocosaurus
Dystrophaeus
Dzharaonyx
Dzharatitanis
Echinodon
Edmontonia
Edmontosaurus
Efraasia
Einiosaurus
Ekrixinatosaurus
Elachistosuchus
Elaltitan
Elaphrosaurus
Elemgasem
Elmisaurus
Elopteryx
Elrhazosaurus
Emausaurus
Embasaurus
Enigmosaurus
Eoabelisaurus
Eocarcharia
Eocursor
Eodromaeus
Eolambia
Eomamenchisaurus
Eoraptor
Eosinopteryx
Eotrachodon
Eotriceratops
Eotyrannus
Eousdryosaurus
Epachthosaurus
Epanterias
Epichirostenotes
Epidexipteryx
Equijubus
Erectopus
Erketu
Erliansaurus
Erlikosaurus
Erythrovenator
Eshanosaurus
Eucamerotus
Eucercosaurus
Eucnemesaurus
Eucoelophysis
Euhelopus
Euoplocephalus
Eurolimnornis
Euronychodon
Europasaurus
Europatitan
Europelta
Euskelosaurus
Eustreptospondylus
Fabrosaurus
Falcarius
Ferganasaurus
Ferganocephale
Ferrisaurus
Foraminacephale
Fosterovenator
Fostoria dhimbangunmal
Fruitadens
Fukuiraptor
Fukuisaurus
Fukuititan
Fukuivenator
Fulengia
Fulgurotherium
Fushanosaurus
Fusuisaurus
Futabasaurus
Futalognkosaurus
Fylax
Galeamopus
Galesaurus
Galleonosaurus
Gallimimus
Galvesaurus
Gannansaurus
Ganzhousaurus
Gargoyleosaurus
Garrigatitan
Garudimimus
Gasosaurus
Gasparinisaura
Gastonia (dinosaur)
Geminiraptor
Genusaurus
Genyodectes
Geosaurus
Geranosaurus
Gideonmantellia
Giganotosaurus
Gigantoraptor
Gigantosaurus
Gigantoscelus
Gigantspinosaurus
Gilmoreosaurus
Giraffatitan
Glacialisaurus
Glishades
Glyptodontopelta
Gnathovorax
Gobihadros
Gobiraptor
Gobisaurus
Gobititan
Gobivenator
Gojirasaurus
Gondwanatitan
Gongbusaurus
Gongpoquansaurus
Gongxianosaurus
Gorgosaurus
Goyocephale
Graciliceratops
Graciliraptor
Gracilisuchus
Gravitholus
Gresslyosaurus
Gryphoceratops
Gryponyx
Gryposaurus
Guaibasaurus
Gualicho
Guanlong
Guemesia
Gwyneddosaurus
Gyposaurus
Hadrosaurus
Haestasaurus
Hagryphus
Hallopus
Halszkaraptor
Halticosaurus
Hamititan
Hanssuesia
Haplocanthosaurus
Haplocheirus
Harpymimus
Haya griva
Heishansaurus
Helioceratops
Heptasteornis
Herbstosaurus
Herrerasaurus
Hesperonychus
Hesperornithoides
Hesperosaurus
Heterodontosaurus
Hexing
Hexinlusaurus
Heyuannia
Hierosaurus
Hippodraco
Histriasaurus
Homalocephale
Honghesaurus
Hoplitosaurus
Horshamosaurus
Hortalotarsus
Huabeisaurus
Hualianceratops
Huallasaurus
Huanansaurus
Huanghetitan
Huangshanlong
Huaxiagnathus
Huayangosaurus
Hudiesaurus
Huehuecanauhtlus
Huinculsaurus
Hulsanpes
Hungarosaurus
Hylaeosaurus
Hypacrosaurus
Hyperodapedon
Hypselorhachis
Hypselosaurus
Hypselospinus
Hypsibema
Hypsibema missouriensis
Hypsilophodon
Hypsirhophus
Iberospinus
Ichthyosaur
Ichthyovenator
Ignavusaurus
Ignotosaurus
Iguanacolossus
Iguanodon
Iliosuchus
Ilokelesia
Imperobator
Incisivosaurus
Indosaurus
Indosuchus
Ingentia
Inosaurus
Invictarx
Irisosaurus
Irritator
Isaberrysaura
Isanosaurus
Isasicursor
Ischioceratops
Isisaurus
Issi
Itapeuasaurus
Itemirus
Iuticosaurus
Iyuku
Jainosaurus
Jakapil
Jaklapallisaurus
Janenschia
Jaxartosaurus
Jeholosaurus
Jeyawati
Jianchangosaurus
Jiangjunosaurus
Jiangshanosaurus
Jiangxisaurus
Jianianhualong
Jinbeisaurus
Jinfengopteryx
Jingshanosaurus
Jintasaurus
Jinyunpelta
Jinzhousaurus
Jiutaisaurus
Jobaria
Jubbulpuria
Judiceratops
Juratyrant
Juravenator
Kaatedocus
Kaijiangosaurus
Kaijutitan
Kakuru
Kamuysaurus
Kangnasaurus
Kansaignathus
Karongasaurus
Katepensaurus
Kayentavenator
Kazaklambia
Kelmayisaurus
Kelumapusaura
Kemkemia
Kentrosaurus
Kerberosaurus
Khaan
Kholumolumo
Khulsanurus
Kileskus
Kinnareemimus
Klamelisaurus
Kol ghuva
Koparion
Koreaceratops
Koreanosaurus
Koshisaurus
Kosmoceratops
Kotasaurus
Koutalisaurus
Kritosaurus
Kryptops
Krzyzanowskisaurus
Kulceratops
Kulindadromeus
Kunbarrasaurus
Kundurosaurus
Kuru kulla
Kurupi itaata
Kuszholia
Kwanasaurus
Labocania
Laevisuchus
Lagerpeton
Lagosuchus
Laiyangosaurus
Lajasvenator
Lambeosaurus
Lametasaurus
Lamplughsaura
Lanzhousaurus
Laosaurus
Lapampasaurus
Laplatasaurus
Lapparentosaurus
Laquintasaura
Lariosaurus
Latenivenatrix
Latirhinus
Lavocatisaurus
Leaellynasaura
Ledumahadi
Leinkupal
Leonerasaurus
Lepidus praecisio
Leptoceratops
Leshansaurus
Lesothosaurus
Lessemsaurus
Levnesovia
Lewisuchus
Lexovisaurus
Leyesaurus
Liaoceratops
Liaoningosaurus
Liaoningotitan
Liaoningvenator
Libycosaurus
Ligabueino
Ligabuesaurus
Liliensternus
Limaysaurus
Limusaurus
Lingwulong
Lingyuanosaurus
Linhenykus
Linheraptor
Linhevenator
Lirainosaurus
Lisboasaurus
Liubangosaurus
Llukalkan
Lohuecotitan
Loncosaurus
Longisquama
Lophorhothon
Lophostropheus
Lophotrochozoa
Loricatosaurus
Loricosaurus
Losillasaurus
Lourinhanosaurus
Lourinhasaurus
Luanchuanraptor
Lucianosaurus
Lucianovenator
Lufengosaurus
Lukousaurus
Luoyanggia
Lurdusaurus
Lusitanosaurus
Lusotitan
Lusovenator
Lutungutali
Lycorhinus
Lythronax
Macelognathus
Machairasaurus
Machairoceratops
Machimosaurus
Macrocollum
Macrodontophion
Macrogryphosaurus
Macrurosaurus
Magnamanus
Magnapaulia
Magnosaurus
Magyarosaurus
Mahakala omnogovae
Mahuidacursor
Maiasaura
Maip
Majungasaurus
Malarguesaurus
Malawisaurus
Maleevus
Mamenchisaurus
Mandschurosaurus
Manidens
Mansourasaurus
Mantellisaurus
Mapusaurus
Maraapunisaurus
Marasuchus
Marmarospondylus
Marshosaurus
Martharaptor
Masiakasaurus
Massospondylus
Matheronodon
Maxakalisaurus
Mbiresaurus
Medusaceratops
Megalosaurus
Megapnosaurus
Megaraptor
Melanorosaurus
Mendozasaurus
Menefeeceratops
Menucocelsior
Mercuriceratops
Meroktenos
Metriacanthosaurus
Microceratus
Microcoelus
Microhadrosaurus
Micropachycephalosaurus
Microraptor
Microvenator
Mierasaurus
Minmi paravertebra
Minotaurasaurus
Miragaia longicollum
Mirischia
Mnyamawamtuka
Moabosaurus
Mochlodon
Mongolosaurus
Mongolostegus
Monkonosaurus
Monoclonius
Monolophosaurus
Mononykus
Montanoceratops
Morelladon
Morinosaurus
Moros intrepidus
Morrosaurus
Mosaiceratops
Mosasaur
Murusraptor
Mussaurus
Muttaburrasaurus
Muyelensaurus
Mymoorapelta
Naashoibitosaurus
Nambalia
Nankangia
Nanningosaurus
Nanosaurus
Nanshiungosaurus
Nanuqsaurus
Nanyangosaurus
Napaisaurus
Narambuenatitan
Narindasaurus
Nasutoceratops
Navajoceratops
Nebulasaurus
Nedcolbertia
Nedoceratops
Neimongosaurus
Nemegtomaia
Nemegtonykus
Nemegtosaurus
Neosodon
Neovenator
Neuquenraptor
Neuquensaurus
Ngwevu
Nhandumirim
Niebla antiqua
Nigersaurus
Ningyuansaurus
Ninjatitan
Niobrarasaurus
Nipponosaurus
Noasaurus
Nodocephalosaurus
Nodosaurus
Nomingia
Nopcsaspondylus
Normanniasaurus
Notatesseraeraptor
Nothosaur
Nothronychus
Notoceratops
Notocolossus
Notohypsilophodon
Nqwebasaurus
Nullotitan
Nuthetes
Nyasasaurus
Oceanotitan
Ohmdenosaurus
Ojoceratops
Ojoraptorsaurus
Oksoko avarsan
Oligosaurus
Olorotitan
Omeisaurus
Ondogurvel
Oohkotokia
Opisthocoelicaudia
Oplosaurus
Orkoraptor
Ornatops
Ornithodesmus
Ornitholestes
Ornithomerus
Ornithomimoides
Ornithomimus
Ornithopsis
Ornithosuchus
Orodromeus
Orosaurus
Orthogoniosaurus
Orthomerus
Oryctodromeus
Osmakasaurus
Ostafrikasaurus
Ostromia
Ouranosaurus
Overoraptor
Overosaurus
Oviraptor
Owenodon
Oxalaia
Ozraptor
Pachycephalosaurus
Pachyrhinosaurus
Pachysuchus
Padillasaurus
Palaeoctonus
Palaeocursornis
Palaeopteryx
Palaeosaurus
Palaeoscincus
Paludititan
Pampadromaeus
Pamparaptor
Panamericansaurus
Pandoravenator
Panguraptor
Panoplosaurus
Panphagia
Pantydraco
Papiliovenator
Paralitherizinosaurus
Paralititan
Paranthodon
Pararhabdodon
Parasaurolophus
Paraxenisaurus
Pareiasaur
Pareiasaurus
Pareisactus
Parksosaurus
Paronychodon
Parvicursor
Patagonykus
Patagosaurus
Patagotitan
Pawpawsaurus
Pectinodon
Pedopenna
Pegomastax
Peishansaurus
Pelecanimimus
Pellegrinisaurus
Peloroplites
Pelorosaurus
Pelycosaur
Pendraig
Penelopognathus
Pentaceratops
Perijasaurus
Petrobrasaurus
Phaedrolosaurus
Philovenator
Phuwiangosaurus
Phuwiangvenator
Phyllodon
Phytosaur
Piatnitzkysaurus
Picrodon
Pilmatueia
Pinacosaurus
Pisanosaurus
Pitekunsaurus
Piveteausaurus
Planicoxa
Plateosauravus
Plateosaurus
Platypelta
Plesiohadros
Plesiosaur
Pneumatoarthrus
Pneumatoraptor
Podokesaurus
Poekilopleuron
Polacanthoides
Polacanthus
Polyodontosaurus
Polyonax
Ponerosteus
Poposaurus
Portellsaurus
Postosuchus
Powellvenator
Pradhania
Prenocephale
Prenoceratops
Priconodon
Priodontognathus
Proa valdearinnoensis
Probactrosaurus
Probrachylophosaurus
Proceratosaurus
Procompsognathus
Prodeinodon
Propanoplosaurus
Prosaurolophus
Protarchaeopteryx
Protecovasaurus
Protoavis
Protoceratops
Protognathosaurus
Protohadros
Protorosauria
Protorosaurus
Pseudosuchia
Psittacosaurus
Pteropelyx
Pterosaur
Pterospondylus
Puertasaurus
Pukyongosaurus
Pulanesaura
Punatitan
Pycnonemosaurus
Pyroraptor
Qantassaurus
Qianzhousaurus
Qiaowanlong
Qijianglong
Qingxiusaurus
Qinlingosaurus
Qiupalong
Qiupanykus
Quaesitosaurus
Quetecsaurus
Quilmesaurus
Rachitrema
Rahiolisaurus
Rahonavis
Rajasaurus
Rapator
Rapetosaurus
Raptorex
Ratchasimasaurus
Rativates
Rauisuchia
Rayososaurus
Razanandrongobe
Rebbachisaurus
Regaliceratops
Regnosaurus
Revueltosaurus
Rhabdodon
Rhadinosaurus
Rhinorex
Rhoetosaurus
Rhomaleopakhus
Rhopalodon
Rhynchosaur
Riabininohadros
Richardoestesia
Rileyasuchus
Rinchenia
Rinconsaurus
Riojasaurus
Riojasuchus
Riparovenator
Rocasaurus
Ruehleia
Rugocaudia
Rugops
Rukwatitan
Ruyangosaurus
Sacisaurus
Sahaliyania
Saichania
Saltasaurus
Saltopus
Saltriovenator
Sanjuansaurus
Sanpasaurus
Santanaraptor
Sanxiasaurus
Sarahsaurus
Sarcolestes
Sarcosaurus
Sarmientosaurus
Saurolophus
Sauroniops
Sauropelta
Saurophaganax
Sauroplites
Sauroposeidon
Saurornithoides
Saurornitholestes
Savannasaurus
Scansoriopteryx
Scelidosaurus
Schleitheimia
Scipionyx
Sciurumimus
Scleromochlus
Scolosaurus
Scutellosaurus
Secernosaurus
Sefapanosaurus
Segisaurus
Segnosaurus
Seitaad
Sektensaurus
Serendipaceratops
Serikornis
Shamosaurus
Shanag
Shantungosaurus
Shanxia
Shanyangosaurus
Shaochilong
Shenzhousaurus
Shidaisaurus
Shingopana
Shishugounykus
Shixinggia
Shri devi
Shuangbaisaurus
Shuangmiaosaurus
Shunosaurus
Shuvosaurus
Shuvuuia
Siamodon
Siamosaurus
Siamotyrannus
Siamraptor
Sibirotitan
Sierraceratops
Sigilmassasaurus
Silesaurus
Siluosaurus
Silutitan
Silvisaurus
Similicaudipteryx
Sinankylosaurus
Sinocalliopteryx
Sinocephale
Sinoceratops
Sinocoelurus
Sinopliosaurus
Sinornithoides
Sinornithomimus
Sinornithosaurus
Sinosauropteryx
Sinosaurus
Sinotyrannus
Sinovenator
Sinraptor
Sinusonasus
Sirindhorna
Skorpiovenator
Smitanosaurus
Sonidosaurus
Sonorasaurus
Soriatitan
Soumyasaurus
Spectrovenator
Sphaerotholus
Sphenosaurus
Sphenosuchia
Sphenosuchus
Spiclypeus
Spicomellus
Spinophorosaurus
Spinops
Spinosaurus
Spinostropheus
Spinosuchus
Spondylosoma
Squalodon
Staurikosaurus
Stegoceras
Stegopelta
Stegosaurides
Stegosaurus
Stegouros
Stellasaurus
Stenonychosaurus
Stenopelix
Stephanosaurus
Stokesosaurus
Streptospondylus
Struthiomimus
Struthiosaurus
Styracosaurus
Succinodon
Suchomimus
Suchoprion
Suchosaurus
Supersaurus
Suskityrannus
Suuwassea
Suzhousaurus
Syngonosaurus
Szechuanosaurus
Tachiraptor
Talarurus
Talenkauen
Tamarro
Tambatitanis
Tangvayosaurus
Tanius
Taniwhasaurus
Tanycolagreus
Tanystropheidae
Tanystropheus
Tanystrosuchus
Taohelong
Tapinocephalus
Tapuiasaurus
Tarascosaurus
Tarbosaurus
Tarchia
Tastavinsaurus
Tatankacephalus
Tatankaceratops
Tataouinea
Tatisaurus
Taurovenator
Taveirosaurus
Tazoudasaurus
Technosaurus
Tecovasaurus
Tehuelchesaurus
Teinurosaurus
Teleocrater
Telmatosaurus
Tendaguria
Tengrisaurus
Tenontosaurus
Teratophoneus
Teratosaurus
Termatosaurus
Terminocavus
Tethyshadros
Texacephale
Texasetes
Thanatotheristes
Thanos simonattoi
Thecocoelurus
Thecodontosaurus
Thecospondylus
Theiophytalia
Therapsid
Therizinosaurus
Theropoda
Thescelosaurus
Thespesius
Tianchisaurus
Tianyulong
Tianyuraptor
Tianzhenosaurus
Tichosteus
Tienshanosaurus
Timimus
Timurlengia
Titanoceratops
Titanosaurus
Tlatolophus
Tochisaurus
Tonganosaurus
Tongtianlong
Tornieria
Torosaurus
Torvosaurus
Tototlmimus
Trachodon
Tralkasaurus
Tratayenia
Traukutitan
Trialestes
Triceratops
Trierarchuncus
Trigonosaurus
Trimucrodon
Trinisaura
Triunfosaurus
Troodon
Tsaagan
Tsagantegia
Tsintaosaurus
Tuebingosaurus
Tugulusaurus
Tuojiangosaurus
Turanoceratops
Turiasaurus
Tylocephale
Tyrannosaurus
Tyrannotitan
Uberabatitan
Ubirajara jubatus
Udanoceratops
Ultrasaurus
Ulughbegsaurus
Unaysaurus
Unenlagia
Unescoceratops
Unquillosaurus
Urbacodon
Utahceratops
Utahraptor
Uteodon
Vagaceratops
Vahiny
Valdoraptor
Valdosaurus
Vallibonavenatrix
Variraptor
Vayuraptor
Vectaerovenator
Vectiraptor
Velafrons
Velocipes
Velociraptor
Velocisaurus
Venaticosuchus
Venenosaurus
Vespersaurus
Veterupristisaurus
Viavenator
Volgatitan
Volkheimeria
Vouivria
Vulcanodon
Wakinosaurus
Walgettosuchus
Wamweracaudia
Wannanosaurus
Weewarrasaurus
Wellnhoferia
Wendiceratops
Wiehenvenator
Willinakaqe
Wintonotitan
Wuerhosaurus
Wulagasaurus
Wulatelong
Wulong bohaiensis
Wyleyia
Xenoceratops
Xenoposeidon
Xenotarsosaurus
Xianshanosaurus
Xiaosaurus
Xiaotingia
Xingtianosaurus
Xingxiulong
Xinjiangovenator
Xinjiangtitan
Xiongguanlong
Xixianykus
Xixiasaurus
Xixiposaurus
Xiyunykus
Xuanhanosaurus
Xuanhuaceratops
Xunmenglong
Xuwulong
Yamaceratops
Yamanasaurus
Yamatosaurus
Yandusaurus
Yangchuanosaurus
Yanornis
Yaverlandia
Yehuecauhceratops
Yi (dinosaur)
Yimenosaurus
Yingshanosaurus
Yinlong
Yixianosaurus
Yizhousaurus
Yongjinglong
Ypupiara
Yuanmousaurus
Yueosaurus
Yulong mini
Yunganglong
Yunmenglong
Yunnanosaurus
Yunyangosaurus
Yurgovuchia
Yutyrannus
Yuxisaurus
Zalmoxes
Zanclodon
Zapalasaurus
Zapsalis
Zaraapelta
Zatomus
Zby
Zephyrosaurus
Zhanghenglong
Zhejiangosaurus
Zhenyuanlong
Zhongjianosaurus
Zhongornis
Zhongyuansaurus
Zhuchengceratops
Zhuchengtitan
Zhuchengtyrannus
Ziapelta
Zigongosaurus
Zizhongosaurus
Zuniceratops
Zuolong
Zuoyunlong
Zupaysaurus
Zuul
